2022-01-12 19:26:09;BUY;BTC;5.5637E-4;0.0;
2022-01-12 19:26:09;DEPOSIT;PLN;98.1;98.1;PLN
2022-01-12 19:26:09;SELL;PLN;98.1;0.0;
2022-01-13 11:16:40;BUY;BUSD;24.008578;0.0;
2022-01-13 11:16:40;SELL;BTC;5.5E-4;0.0;
2022-01-13 11:16:40;SELL;BUSD;0.02400858;0.0;
2022-01-13 11:47:36;SELL;BUSD;23.982871;0.0;
2022-01-13 11:47:36;BUY;BTC;5.5E-4;0.0;
2022-01-13 14:27:51;BUY;BUSD;24.30857;0.0;
2022-01-13 14:27:51;SELL;BTC;5.5E-4;0.0;
2022-01-13 14:40:32;BUY;BTC;5.4E-4;0.0;
2022-01-13 14:40:32;SELL;BUSD;23.908041;0.0;
2022-01-13 14:55:59;SELL;BTC;5.4E-4;0.0;
2022-01-13 14:55:59;BUY;BUSD;23.8430952;0.0;
2022-01-13 15:20:09;BUY;BTC;5.5E-4;0.0;
2022-01-13 15:20:09;SELL;BUSD;23.8732945;0.0;
2022-01-14 14:51:17;SELL;BUSD;0.02271253;0.0;
2022-01-14 14:51:17;SELL;BTC;5.3E-4;0.0;
2022-01-14 14:51:17;BUY;BUSD;22.7125299;0.0;
2022-01-14 14:52:00;SELL;BUSD;22.8802;0.0;
2022-01-14 14:52:00;BUY;DOGE;118.0;0.0;
2022-01-15 15:04:50;SELL;DOGE;118.0;0.0;
2022-01-15 15:04:50;BUY;BUSD;22.2902;0.0;
2022-01-19 16:32:07;SELL;BUSD;22.4496;0.0;
2022-01-19 16:32:07;BUY;BNB;0.048;0.0;
2022-01-20 07:37:27;SELL;BNB;0.048;0.0;
2022-01-20 07:39:39;SELL;BTC;2.637E-5;0.0;
2022-01-20 07:39:39;SELL;BUSD;0.02224549;0.0;
2022-01-20 07:39:39;BUY;BNB;0.00227348;0.0;
2022-01-20 07:39:39;BUY;BNB;4.564E-5;0.0;
2022-01-31 08:38:58;BUY;MC;0.00915514;0.0;
2022-02-01 01:17:27;BUY;BNB;0.048;0.0;
2022-02-01 01:25:06;BUY;MC;7.6244E-4;0.0;
2022-02-02 11:23:05;SELL;BNB;3.749E-5;0.0;
2022-02-02 11:23:05;BUY;BUSD;19.115;0.0;
2022-02-02 11:23:05;SELL;BNB;0.05;0.0;
2022-02-02 11:23:41;SELL;BUSD;0.384973;0.0;
2022-02-02 11:23:41;BUY;BTC;1.0E-5;0.0;
2022-02-02 11:23:41;BUY;BTC;4.8E-4;0.0;
2022-02-02 11:23:41;SELL;BUSD;18.478704;0.0;
2022-02-04 15:33:44;SELL;BTC;4.9E-4;0.0;
2022-02-04 15:33:44;BUY;BUSD;19.4308128;0.0;
2022-02-04 15:58:43;BUY;BUSD;238.38666448;0.0;
2022-02-04 15:58:43;DEPOSIT;PLN;981.0;981.0;PLN
2022-02-04 15:58:43;SELL;PLN;981.0;0.0;
